(-2992, -17771)
(10591, 12513)
(4847, 16704)
(8650, -14526)
(-4603, 16121)
(12136, -11885)
(6691, 17752)
(-12268, -11769)
(-9962, -14131)
(-2267, 19649)
(-10144, -13166)
(-11449, 12230)
(-10749, 13511)
(-10331, 12715)
(-2839, 15937)
(5057, 17152)
(16411, 7917)
(15821, 6944)
(6296, -17573)
(16138, -6231)
(-1723, 19735)
(12960, -10121)
(-298, -17432)
(6047, 19389)
(3818, -18300)
(-11160, -12965)
(-11459, 16003)
(-1405, 15594)
(-8582, -17705)
(8691, 14291)
(7460, -14129)
(-2637, 16419)
(15269, 10711)
(-14069, 12003)
(4816, -17837)
(-6298, -16869)
(1630, -17656)
(15486, -11152)
(3323, 18643)
(-4306, -19731)
(-10314, -16775)
(17548, -4891)
(-9687, 14047)
(-6550, -18815)
(-12241, 13878)
(-11161, 12037)
(5486, -16768)
(14887, 7624)
(3444, -15936)
(16320, -8102)
(899, 17118)
(9445, 14556)
(-843, 19409)
(-1930, -16537)
(-224, -18451)
(16816, -4070)
(15745, 7268)
(-8928, -15246)
(5649, 18007)
(-12103, 14308)
(-6975, 17699)
(17011, 7414)
(-11188, -11877)
(3500, -16862)
(8623, 14276)
(-12933, 11635)
(-12470, -14174)
(-2750, -15377)
(-856, -18272)
(12658, -12584)
(5097, 17319)
(-12451, 12379)
(-13192, -9932)
(10963, 15360)
(3091, 17160)
(14547, 9814)
(-11486, -11990)
(9623, 16516)
(-2972, -19466)
(16355, 7930)
(11791, 11250)
(1485, 16906)
(13509, 12976)
(11267, 13760)
(-4935, 17748)
(14404, -12719)
(16175, 6999)
(-4772, -17975)
(-8613, 13505)
(-550, -17091)
(-7401, 17550)
(7172, -16027)
(3436, -17605)
(16118, -8583)
(-9623, 17570)
(2206, -17736)
(-1036, -19391)
(2573, 15723)
(5850, -16463)
(8224, -15134)
(7115, 15001)
(4408, -15307)
(17652, -3564)
(16496, -6285)
(6657, 17005)
(-7106, -15852)
(-3742, -15246)
(-12455, 13789)
(8600, -13520)
(-9317, 13825)
(-9080, -13500)
(-8981, 14872)
(8526, -18091)
(-7436, -16967)
(8268, -16799)
(16315, 7457)
(-9441, 16366)
(16075, 9191)
(4333, 16412)
(13522, -11072)
(11026, -14257)
(-7351, 17445)
(1557, 20271)
(-9111, 15788)
(-8344, -15006)
(6222, -16411)
(5657, 19327)
(-13101, 9867)
(-8261, 16143)
(11830, -13090)
(11329, 15035)
(13547, 10130)
(183, 18555)
(-10083, 13771)
(12790, -13137)
(10313, 14737)
(-6280, -18314)
(13722, -12585)
(8585, 15994)
(9558, -15716)
(-5657, 17694)
(2248, -15395)
(-4606, -18280)
(3429, 16283)
(6386, -17196)
(-7056, -14814)
(16192, -9833)
(15515, 9702)
(-10567, 13561)
(9185, 15145)
(-4607, 16622)
(16790, -5068)
(7679, 16528)
(-1965, 16565)
(-4750, -19037)
(11337, 13256)
(-10725, 13112)
(2102, -16025)
(13577, 14113)
(728, -16045)
(17089, 6477)
(-6376, -17461)
(9136, -14857)
(15772, -6814)
(14079, 12814)
(-2020, -17621)
(14500, -11995)
(3366, -15910)
(-1340, -19866)
(-85, 20388)
(-13104, -12281)
(-1508, -17960)
(13395, 13066)
(-4846, -16088)
(16403, 7788)
(-11727, 14833)
(4833, 15689)
(-5635, 15032)
(1903, 18832)
(2007, 16386)
(-2688, -15641)
(1707, 17550)
(14277, 11823)
(9705, 14124)
(13476, -13364)
(-3082, -16064)
(14560, -8141)
(13999, 12565)
(10743, 13126)
(8078, -15411)
(10864, -13530)
(-3624, -17277)
(-35, 19597)
(14141, 11551)
(12118, -12168)
(10654, -15399)
(-13346, -11269)
(-9001, 15403)
(8738, -16271)
(-11449, 14388)
(3900, -17050)
(6545, 19101)
(15027, 9127)
(7762, -16930)
(8417, 16328)
(-10063, 17070)
(-1272, -17916)
(-11406, -12215)
(-12701, 11036)
(-14481, 8377)
(13456, -11319)
(9930, -13788)
(12987, 12540)
(-6036, -14799)
(8681, 15820)
(1299, 16883)
(-6082, -16957)
(-2369, 19032)
(-7639, 14959)
(15224, -8574)
(-14512, -11913)
(10575, 16363)
(1067, 17919)
(13416, -11598)
(10219, 14630)
(4102, -18427)
(-3181, 15539)
(11720, -13962)
(-7341, 15804)
(-13643, 11525)
(6414, -14883)
(-601, 17419)
(10739, 15873)
(12045, 12618)
(15055, 11720)
(8053, 13685)
(-781, 18260)
(-13681, 13691)
(16269, 5299)
(773, 17586)
(-11635, 12857)
(-8130, -16499)
(1647, 18456)
(-8741, 17808)
(15266, -9744)
(5986, -15785)
(-9787, 17479)
(5097, 17131)
(-419, 18917)
(14532, -11036)
(-4397, 19924)
(15361, 11568)
(-5073, 15737)
(16696, -5053)
(-8201, 15229)
(14606, -12900)
(-3382, -19040)
(9215, 13615)
(-6180, -15706)
(16677, 6435)
(12380, -15386)
(-8841, 17043)
(11676, -13366)
(3872, -15199)
(1512, -16814)
(16046, -6168)
(-1882, -18332)
(-7500, -14948)
(1822, -20171)
(8838, -14469)
(17765, 4757)
(703, 17436)
(17625, 2278)
(12287, 12472)
(-10019, 15073)
(6658, -17062)
(-7890, -17278)
(5295, 15796)
(12816, -14304)
(8675, 14290)
(-13357, 14156)
(-9635, 16957)
(-10872, -16536)
(3366, -19921)
(-12735, 10361)
(-9964, -14842)
(-4499, 18369)
(-6645, 18067)
(3524, -16554)
(-1997, 18384)
(-9553, 15539)
(-13493, 11036)
(-4621, 18531)
(-1021, 16883)
(2645, 17084)
(-9747, 16145)
(-8865, 17246)
(-8238, -16457)
(579, 16712)
(1846, -20176)
(4270, -17545)
(-9227, 17792)
(7256, -18300)
(-8303, 14905)
(8491, 15057)
(234, -18751)
(7988, -15184)
(10836, -15002)
(2495, 19625)
(-1714, -20059)
(3511, 18971)
(-13005, 13225)
(10461, 16112)
(15573, 8453)
(2216, -18960)
(7210, -14764)
(-8891, 15053)
(9125, 14237)
(13265, 10696)
(12528, -12952)
(-3726, -15373)
(6508, -17622)
(3180, -19893)
(15188, -9625)
(-13273, 12810)
(7703, 17616)
(-11688, -15007)
(-10535, 14245)
(11401, 15586)
(-1379, 16533)
(1301, 15610)
(-264, -17828)
(11241, 16456)
(-373, 19460)
(9299, 17500)
(13365, 12800)
(7914, -15580)
(10767, 14259)
(11911, 12191)
(17690, -2072)
(16106, -7455)
(7455, 15587)
(8436, -16745)
(-53, 19939)
(13021, 12848)
(14249, 10161)
(12540, -11726)
(-10867, 14235)
(5118, -19682)
(8123, 15548)
(-9833, 12774)
(-303, 20160)
(3793, 17298)
(9918, -15682)
(-9488, -14098)
(-6497, 18256)
(-4077, 19772)
(12304, -11747)
(-11550, -13420)
(3837, 19677)
(16732, -8949)
(11129, 14086)
(-1007, 17158)
(-794, -17856)
(-13636, -11035)
(1081, 16754)
(-6011, 17991)
(-10732, -15806)
(-10705, 13846)
(-12482, -10599)
(3238, -15835)
(-7950, -17151)
(13084, -13470)
(6179, 16188)
(-10634, -14244)
(13442, -11692)
(-6636, -18805)
(3557, 17561)
(-2523, 18783)
(-1137, 20245)
(-3259, 19730)
(17560, -5303)
(5043, 17499)
(15822, -6415)
(-10165, 16453)
(-1527, 19289)
(749, 15605)
(-9232, -16989)
(3559, 16725)
(-10522, -13314)
(13585, 13367)
(-12677, 14588)
(-3721, 17309)
(-8304, -17797)
(4528, -16873)
(390, -16652)
(-2255, 15766)
(-7768, -15253)
(15054, -10909)
(-6251, 16867)
(-4582, -19628)
(15616, -9145)
(10179, 13440)
(-11853, 14303)
(-13249, 12006)
(16194, -7502)
(-10241, 16233)
(-13832, -13284)
(2449, 19478)
(-604, -16945)
(-2700, -16241)
(14828, -9455)
(-2948, -18442)
(7954, -13722)
(3185, 19060)
(14490, -8276)
(-8222, -14761)
(-3473, 16314)
(8214, -17859)
(-5711, 16719)
(-1590, -19462)
(-14211, 11769)
(-932, -18294)
(15775, 9193)
(-11982, -12097)
(2334, -19057)
(6678, -17329)
(9871, 17061)
(17249, 4385)
(10618, -14428)
(-1065, 17973)
(-8158, -18482)
(6463, 14428)
(14934, -12155)
(4553, 17017)
(-11045, 15731)
(-6267, 18374)
(9097, 14093)
(11201, 13594)
(-10662, -12999)
(14627, 8142)
(-1284, -20244)
(888, -16791)
(-1860, -18194)
(4529, 17263)
(-3821, 19129)
(-4307, 18773)
(1009, 19856)
(-13110, -14438)
(-8820, -15177)
(17451, 2529)
(-4400, -16762)
(-10552, -16698)
(11579, 14176)
(-991, 20397)
(-4240, -18450)
(-3742, -19991)
(-7734, -14191)
(13725, 11685)
(1910, -17626)
(-847, 15693)
(-7325, 15802)
(-13775, 11036)
(16349, 6727)
(6847, 14880)
(8552, -13975)
(8890, -16904)
(4866, -18865)
(13232, -13878)
(-12700, -14965)
(-10471, 13246)
(-792, -17061)
(1587, 17368)
(-10296, -14538)
(9245, 16134)
(-2362, -15783)
(-12398, -13371)
(1802, -16272)
(-7851, 14896)
(-1327, 19865)
(-13206, -13434)
(12471, 10865)
(12515, 12146)
(-12537, 11419)
(-5216, -16543)
(-13072, -11855)
(-13835, 12226)
(4464, -18717)
(14420, -11204)
(2078, -17947)
(-3786, -16116)
(10914, -15544)
(-9157, 13400)
(4389, 15115)
(-4196, -16736)
(-10026, -16409)
(692, -17456)
(5509, 18305)
(-12628, -10779)
(-7450, -15748)
(994, -16059)
(4966, -19240)
(-2781, 17736)
(-8133, 17783)
(-4550, -16614)
(-7196, -15651)
(4692, -15387)
(-10891, 13095)
(5278, -19199)
(15459, 9734)
(5526, -17920)
(5845, 14850)
(-1127, 18351)
(-10364, -14548)
(-12648, -10872)
(-9337, 14912)
(13820, -9137)
(-2083, 19670)
(-14572, -9969)
(14248, -12492)
(12311, 13705)
(-5132, -15103)
(-5011, 14956)
(-10486, -15546)
(-5786, -16236)
(8999, 16774)
(9855, 12653)
(-4964, -18890)
(9086, -15307)
(-11187, 15134)
(14244, -12981)
(-4414, -18795)
(16821, 4607)
(-12848, -14843)
(7179, 16747)
(-4730, -16177)
(-8166, -16743)
(-11787, 13518)
(8182, -17800)
(-8589, 14000)
(14009, 9989)
(14800, -12314)
(1789, 19877)
(14703, 12836)
(-5565, 17657)
(-14309, 11533)
(-3347, 18159)
(-6221, 18437)
(-8632, -13649)
(16078, -8677)
(4277, 18913)
(10696, -12314)
(-14700, -7933)
(10526, -14510)
(8000, -16988)
(11921, 12189)
(129, 18976)
(834, -17358)
(5252, -19133)
(-8007, 17170)
(-512, -19659)
(16874, -4114)
(-4921, 16568)
(9046, -13661)
(2604, -19494)
(15906, -9938)
(12299, 13660)
(-11341, 13476)
(4288, -15093)
(-4923, 15519)
(-11715, 13678)
(17531, 3076)
(15533, 9297)
(625, 19827)
(15578, -10642)
(14974, -10654)
(-13282, -10174)
(8769, 16771)
(11324, -15056)
(10860, -12722)
(2673, 19519)
(-9306, -17185)
(5284, -14840)
(14091, 10687)
(-10455, 13251)
(7896, -15085)
(6936, -14887)
(-12458, -14065)
(-9243, 16050)
(13624, -10952)
(-12965, 11485)
(-5252, -16650)
(2119, 19745)
(13698, -12961)
(14265, 10930)
(8989, 16570)
(5487, 15056)
(15855, 7737)
(4874, -17163)
(2301, 17053)
(2810, -19410)
(12637, 13417)
(13204, -11233)
(-8027, 18268)
(3188, -20098)
(-7423, 16992)
(9270, -16917)
(4567, 15880)
(12104, -14239)
(1270, -20392)
(15709, 8460)
(12148, -13517)
(1634, -19119)
(-6976, -15003)
(6746, -17498)
(10846, -16456)
(-354, -19455)
(-781, 18228)
(14023, 9524)
(-8171, 15704)
(10949, 15707)
(-6003, 16570)
(-8096, -15342)
(12617, 10686)
(12117, 11562)
(13359, 9921)
(6824, -17868)
(6675, 17640)
(-7374, -18555)
(-4492, -16404)
(-4667, 16481)
(11601, 13715)
(16056, -8094)
(-10356, -14647)
(-5444, -16623)
(-10521, 16033)
(-14125, 12794)
(6782, -17474)
(1113, 18585)
(-13530, -11354)
(16481, 7197)
(2237, 17492)
(7645, 16971)
(8166, -17541)
(-11439, 14597)
(-4619, 17151)
(-12139, 12179)
(14055, 13329)
(2672, -18129)
(-7968, -18501)
(-9881, 16043)
(-8179, 16720)
(-6008, -18072)
(-14542, -11272)
(-3985, 15244)
(15936, -8498)
(12146, -14748)
(-3408, -17118)
(-10187, 13517)
(9714, -16261)
(-12210, -13664)
(3360, -18045)
(1974, -16787)
(-8983, 17428)
(15418, -8530)
(9624, -16069)
(-2170, -15390)
(-1567, 18307)
(-5235, 19355)
(-97, 15881)
(14126, -11762)
(15582, -10733)
(-8125, 14465)
(3714, -18053)
(2523, 18764)
(-7328, -16625)
(15219, 8687)
(-6337, 18234)
(7707, 14799)
(4544, -18342)
(-6789, 18031)
(9061, 14500)
(188, -18536)
(9860, -13104)
(-7464, -16274)
(3024, -16563)
(-5341, 15900)
(-7114, -17314)
(10162, -12643)
(13404, -11616)
(-11192, -12713)
(588, -18578)
(7066, -15055)
(7316, -16800)
(-7433, 17335)
(13586, -12059)
(-4476, -17690)
(-10620, -14928)
(17581, 5348)
(15811, 10768)
(-4371, 15550)
(-414, -17115)
(5511, 16714)
(8179, 13661)
(9538, -16650)
(-3365, 15212)
(4872, -19791)
(-5297, 14746)
(16016, -7183)
(6964, -16511)
(7804, -15618)
(11933, 13800)
(994, -18664)
(12644, -12979)
(-6650, -18942)
(3223, 18739)
(1620, -19946)
(11290, -12145)
(5882, -16710)
(994, -18600)
(-11130, -15677)
(17272, -2815)
(4129, 16810)
(-13321, 10822)
(-3146, -17228)
(2675, 16845)
(-5544, -17208)
(-6997, 17314)
(14522, -10825)
(-12258, -11991)
(16651, 6733)
(12717, 11655)
(1283, 16872)
(-3009, 15865)
(2221, 18994)
(-5875, 17038)
(-14072, -13447)
(204, -20250)
(-14296, -12671)
(-14866, -10412)
(-7424, -17609)
(-4558, -15787)
(-13937, 11363)
(-6898, -15266)
(17245, 4712)
(-4838, -15688)
(5587, 15055)
(4416, -16024)
(8682, -17656)
(5198, -15533)
(11849, 12865)
(16634, -7020)
(-11982, -14792)
(-1112, -17372)
(-2526, -16781)
(1014, -16609)
(15450, -8038)
(5113, 16453)
(6176, -18794)
(-9244, -16729)
(17758, -599)
(13278, -11053)
(205, 19739)
(15058, -10163)
(2057, 16335)
(-1239, 19371)
(13725, 14080)
(4769, 15024)
(-14469, 8673)
(-10877, 15817)
(-13373, 10965)
(-10445, 16716)
(4561, 18376)
(-4046, -18303)
(-5620, -17399)
(-2975, 16287)
(-456, -17812)
(-6341, 15168)
(-12905, 11187)
(5876, -18121)
(-3735, 17605)
(3307, 16512)
(12377, 14968)
(-874, -18760)
(767, 15810)
(3882, -18417)
(-6848, -18623)
(3384, -18430)
(2891, 15473)
(-5235, 16897)
(15563, 8823)
(-14473, 11140)
(-7245, 17473)
(4361, 16424)
(6043, 15415)
(16467, 7795)
(11242, -15881)
(2777, 17827)
(-10728, -15034)
(14791, 10011)
(12729, 14386)
(-11132, -14538)
(779, 20044)
(15456, -7495)
(-12612, -13585)
(-445, 18544)
(-12443, 13715)
(-3618, -18140)
(-13692, -11779)
(7906, -15882)
(16496, -8767)
(5933, 16942)
(-9200, -17097)
(-11198, -13769)
(2624, -20280)
(-1973, 19869)
(2862, -17726)
(15983, 8479)
(5325, 17890)
(-565, 15828)
(-7527, 17924)
(12355, 14175)
(2444, -17814)
(5582, -18670)
(7683, 16789)
(-1475, 20231)
(-9618, -15372)
(-5042, -17762)
(11160, -13129)
(14782, -12549)
(-2190, -19354)
(-13487, 11050)
(-6767, 14322)
(14432, -11265)
(-14203, 8728)
(-6391, 16731)
(10946, -11831)
(-10300, -16054)
(-10337, 16351)
(2555, 17280)
(-1380, -17770)
(-6676, -17926)
(-14496, -11970)
(-8993, 15332)
(-13199, 10418)
(-5531, 16703)
(-14047, 13478)
(8602, -16439)
(-11145, 12837)
(-8700, -14806)
(7162, -14328)
(12944, -12713)
(10692, -13115)
(1884, -16130)
(-2377, 16373)
(1422, -15530)
(-14949, 8279)
(-13286, -9762)
(-11768, -11370)
(14947, 8549)
(-5377, 18327)
(6847, 18185)
(10219, 14472)
(-9447, 13731)
(-10811, 13651)
(9810, -15977)
(-5891, 17231)
(12041, 13291)
(-8072, -15390)
(9554, -14273)
(17189, 3474)
(-934, -18079)
(-11971, 11649)
(3656, -17494)
(-2682, -19278)
(10568, -15098)
(14906, -8571)
(13418, -13010)
(-7452, -17000)
(17722, -3555)
(-9813, 16393)
(857, 18550)
(-2821, 18193)
(13697, 12014)
(-1851, 15560)
(-10191, 16331)
(13112, -9907)
(4214, -16357)
(17513, 2381)
(4429, 15878)
(12009, 13445)
(-2642, -18904)
(8381, 13754)
(17162, -5148)
(-9439, 13596)
(-1662, -19722)
(1162, -18699)
(346, -15596)
(2958, -17136)
(-4881, 17278)
(-3636, -17747)
(-11314, -16418)
(5194, -19482)
(16739, 5236)
(16868, -7584)
(-6561, 16193)
(-10464, -14008)
(-4955, 17130)
(11082, -13202)
(-7819, 14085)
(-2473, 15593)
(-8451, 14597)
(-2720, -17943)
(8033, 18054)
(-4411, 19034)
(-1508, -16098)
(-13124, -11701)
(-10612, -14148)
(-5037, 15063)
(-3570, -18594)
(17750, -915)
(-7255, 15458)
(-12066, -12188)
(2281, 18480)
(14464, -11794)
(-3939, 16225)
(2138, -16232)
(14441, 10546)
(15398, -8060)
(-14675, 11525)
(4333, 16471)
(-10617, 15881)
(-2769, 15890)
(16532, -8252)
(5961, 18237)
(9028, -16464)
(6665, 14559)
(4103, 19666)
(-12219, 15650)
(-7176, -18145)
(-13763, 13548)
(11339, 12348)
(5047, 16032)
(-9208, -15409)
(-12052, -14777)
(-12637, 13251)
(-12861, 10271)
(11091, 14389)
(17178, -6309)
(-8964, -13630)
(-7727, 15821)
(-9136, -13074)
(7610, -16559)
(-2290, -20168)
(5067, 14893)
(-8406, -16096)
(3716, -15560)
(12387, 12058)
(-6844, -14342)
(453, 16916)
(10681, 16448)
(11411, 14142)
(-6861, 18773)
(-340, -18352)
(-3647, 15943)
(-2053, 18048)
(7388, -14964)
(-7014, -18814)
(-12651, 12396)
(-7031, 16528)
(-1264, -15470)
(-991, 17667)
(3074, -18178)
(-11800, -14850)
(13748, -11145)
(-7981, 16428)
(11673, 11972)
(-8685, 14038)
(-7115, 18455)
(-7667, 13844)
(-12353, 11346)
(962, -16871)
(11970, -13077)
(-1108, -17867)
(-3550, -19369)
(-6068, -18827)
(9376, -16559)
(11519, 16026)
(7628, -15290)
(9176, -14237)
(-14653, 12160)
(-2339, 17172)
(10602, -16709)
(-2370, -17553)
(16861, 8213)
(5333, 18137)
(-14174, -11208)
(2087, 17835)
(3779, 20047)
(11809, 13004)
(3002, -19934)
(1339, 18125)
(-10827, 15718)
(-3222, -19556)
(7486, -17838)
(3254, -15874)
(14504, -9409)
(666, -17148)
(5650, -17894)
(3593, 19517)
(-335, 19473)
(8648, -13351)
(3470, -15895)
(5945, 17210)
(-6212, -15933)
(8461, 14611)
(-3116, -18134)
(11093, 15171)
(15837, 6421)
(-14087, 11198)
(8482, -16224)
(-1777, 19185)
(2375, 19729)
(-12011, 15434)
(17711, 1250)
(-9807, 14673)
(1202, -17410)
(-12226, -14391)
(11219, 12468)
(15955, 6942)
(8527, 16919)
(-3256, -19656)
(2241, 19779)
(12427, 10739)
(13209, 13808)
(2873, 15795)
(-7414, -17753)
(13792, -11296)
(-11625, 12364)
(-14179, 11576)
(-9353, 14537)
(-3011, 19470)
(11276, -12090)
(16027, 10050)
(-13703, 10338)
(15122, -11990)
(6175, 18085)
(13461, 14445)
(10085, 12989)
(-4866, -18400)
(12130, -14261)
(-29, 16985)
(10485, 14481)
(-11540, -14926)
(-10320, -13474)
(-7965, 16254)
(11690, -14822)
(9246, -13215)
(-2879, 17557)
(-10038, -15479)
(16297, 9906)
(278, -20254)
(6337, 16038)
(-3804, -16733)
(17422, -2375)
(8089, 15157)
(5033, 17903)
(14382, -9059)
(6867, 16586)
(-11546, -15923)
(-12979, 14498)
(-2333, 18883)
(-2093, 16947)
(-9330, -14822)
(16598, -5144)
(12489, 12292)
(6950, -18317)
(15319, 9133)
(3773, 19081)
(12773, 14727)
(-1725, 17987)
(-14141, 10427)
(-14844, -8534)
(14057, 8800)
(9252, -14410)
(10969, 15737)
(6455, 15342)
(-8698, -18212)
(-8739, 16934)
(12899, 13760)
(149, 17204)
(911, 16962)
(7750, -14459)
(2922, -16688)
(14480, -11729)
(9429, 13179)
(-1080, -18134)
(-5685, 15866)
(13858, -9223)
(-4092, -18866)
(16998, -7007)
(-2855, 18015)
(-11985, 12490)
(-10322, -13755)
(-10751, 16651)
(-7275, 16887)
(10970, -13503)
(-377, 17803)
(-6948, -18484)
(7373, 14586)
(3457, 17006)
(-12389, 13305)
(8484, -16752)
(10695, 14212)
(13512, -14360)
(16403, 6945)
(-12493, 14132)
(10637, 16276)
(16613, 7055)
(-13175, 14614)
(-1860, -18696)
(10414, -15934)
(-9602, -13105)
(6901, 18957)
(12330, -11517)
(-315, 19851)
(3554, -15506)
(-1599, 18056)
(557, 19056)
(11985, 14346)
(-4693, 16090)
(1266, -15464)
(-1131, 18258)
(4876, -15744)
(2809, 15729)
(12125, 11131)
(-3156, -16906)
(15560, -10019)
(9991, 14079)
(8983, 16752)
(483, 18100)
(-2889, 16634)
(10463, 13884)
(15393, 11648)
(-13858, -13159)
(15312, -9386)
(-14221, 9800)
(-5682, -15402)
(14046, -12711)
(3595, 19868)
(9204, -14892)
(5349, 18197)
(6078, -17332)
(6011, 16521)
(11323, 14712)
(8976, -16853)
(-3060, -19343)
(14870, -8731)
(14221, 12305)
(9723, 15641)
(4649, 17828)
(4446, -15828)
(-184, -16651)
(13370, -11131)
(2734, -16575)
(12048, -15803)
(-71, 15899)
(-10946, -14836)
(1513, 15860)
(1860, -17116)
(9585, 12998)
(-12902, -14466)
(-5590, -18875)
(7081, 15487)
(-4730, -17471)
(-4301, 19139)
(-9570, -15245)
(-1135, 18582)
(-12455, 13136)
(994, -17377)
(5148, -17028)
(-2774, -16049)
(8311, 18377)
(-6131, 16127)
(9249, 15026)
(-2305, 17729)
(-8350, -15569)
(-13447, 12674)
(-3617, 16158)
(10840, -12303)
(15032, -9895)
(-314, -15994)
(2671, 17331)
(9051, 16765)
(-13650, -9647)
(4045, 19710)
(-659, 16330)
(13764, -11779)
(418, -20124)
